pokedex_number,name,type1,type2,abilities,classification,capture_rate,experience_growth,percentage_male,height_m,weight_kg,base_happiness,base_egg_steps,generation,is_legendary,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
84,Doduo,normal,flying,"['Run Away', 'Early Bird', 'Tangled Feet']",Twin Bird Pokémon,190,1000000,50.0,1.4,39.2,70.0,5120,1,0,310,35,85,45,35,35,75,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
85,Dodrio,normal,flying,"['Run Away', 'Early Bird', 'Tangled Feet']",Triple Bird Pokémon,45,1000000,50.0,1.8,85.2,70.0,5120,1,0,470,60,110,70,60,60,110,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
86,Seel,water,,"['Thick Fat', 'Hydration', 'Ice Body']",Sea Lion Pokémon,190,1000000,50.0,1.1,90.0,70.0,5120,1,0,325,65,45,55,45,70,45,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
87,Dewgong,water,ice,"['Thick Fat', 'Hydration', 'Ice Body']",Sea Lion Pokémon,75,1000000,50.0,1.7,120.0,70.0,5120,1,0,475,90,70,80,70,95,70,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
88,Grimer,poison,poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",Sludge Pokémon,190,1000000,50.0,,,70.0,5120,1,0,325,80,80,50,40,50,25,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
89,Muk,poison,poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",Sludge Pokémon,75,1000000,50.0,,,70.0,5120,1,0,500,105,105,75,65,100,50,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
90,Shellder,water,,"['Shell Armor', 'Skill Link', 'Overcoat']",Bivalve Pokémon,190,1250000,50.0,0.3,4.0,70.0,5120,1,0,305,30,65,100,45,25,40,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
91,Cloyster,water,ice,"['Shell Armor', 'Skill Link', 'Overcoat']",Bivalve Pokémon,60,1250000,50.0,1.5,132.5,70.0,5120,1,0,525,50,95,180,85,45,70,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
92,Gastly,ghost,poison,['Levitate'],Gas Pokémon,190,1059860,50.0,1.3,0.1,70.0,5120,1,0,310,30,35,30,100,35,80,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0
93,Haunter,ghost,poison,['Levitate'],Gas Pokémon,90,1059860,50.0,1.6,0.1,70.0,5120,1,0,405,45,50,45,115,55,95,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0
94,Gengar,ghost,poison,['Cursed Body'],Shadow Pokémon,45,1059860,50.0,1.5,40.5,70.0,5120,1,0,600,60,65,80,170,95,130,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0
95,Onix,rock,ground,"['Rock Head', 'Sturdy', 'Weak Armor']",Rock Snake Pokémon,45,1000000,50.0,8.8,210.0,70.0,6400,1,0,385,35,45,160,30,45,70,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
96,Drowzee,psychic,,"['Insomnia', 'Forewarn', 'Inner Focus']",Hypnosis Pokémon,190,1000000,50.0,1.0,32.4,70.0,5120,1,0,328,60,48,45,43,90,42,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
97,Hypno,psychic,,"['Insomnia', 'Forewarn', 'Inner Focus']",Hypnosis Pokémon,75,1000000,50.0,1.6,75.6,70.0,5120,1,0,483,85,73,70,73,115,67,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
98,Krabby,water,,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",River Crab Pokémon,225,1000000,50.0,0.4,6.5,70.0,5120,1,0,325,30,105,90,25,25,50,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
99,Kingler,water,,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",Pincer Pokémon,60,1000000,50.0,1.3,60.0,70.0,5120,1,0,475,55,130,115,50,50,75,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
100,Voltorb,electric,,"['Soundproof', 'Static', 'Aftermath']",Ball Pokémon,190,1000000,,0.5,10.4,70.0,5120,1,0,330,40,30,50,55,55,100,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
101,Electrode,electric,,"['Soundproof', 'Static', 'Aftermath']",Ball Pokémon,60,1000000,,1.2,66.6,70.0,5120,1,0,490,60,50,70,80,80,150,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
102,Exeggcute,grass,psychic,"['Chlorophyll', 'Harvest']",Egg Pokémon,90,1250000,50.0,0.4,2.5,70.0,5120,1,0,325,60,40,80,60,45,40,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5
103,Exeggutor,grass,psychic,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",Coconut Pokémon,45,1250000,50.0,,,70.0,5120,1,0,530,95,105,85,125,75,45,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5
104,Cubone,ground,,"['Rock Head', 'Lightningrod', 'Battle Armor']",Lonely Pokémon,190,1000000,50.0,0.4,6.5,70.0,5120,1,0,320,50,50,95,40,50,35,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
105,Marowak,ground,fire,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",Bone Keeper Pokémon,75,1000000,50.0,,,70.0,5120,1,0,425,60,80,110,50,80,45,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
106,Hitmonlee,fighting,,"['Limber', 'Reckless', 'Unburden']",Kicking Pokémon,45,1000000,100.0,1.5,49.8,70.0,6400,1,0,455,50,120,53,35,110,87,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
107,Hitmonchan,fighting,,"['Keen Eye', 'Iron Fist', 'Inner Focus']",Punching Pokémon,45,1000000,100.0,1.4,50.2,70.0,6400,1,0,455,50,105,79,35,110,76,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
108,Lickitung,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",Licking Pokémon,45,1000000,50.0,1.2,65.5,70.0,5120,1,0,385,90,55,75,60,75,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,Koffing,poison,,['Levitate'],Poison Gas Pokémon,190,1000000,50.0,0.6,1.0,70.0,5120,1,0,340,40,65,95,60,45,35,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
110,Weezing,poison,,['Levitate'],Poison Gas Pokémon,60,1000000,50.0,1.2,9.5,70.0,5120,1,0,490,65,90,120,85,70,60,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
111,Rhyhorn,ground,rock,"['Lightningrod', 'Rock Head', 'Reckless']",Spikes Pokémon,120,1250000,50.0,1.0,115.0,70.0,5120,1,0,345,80,85,95,30,30,25,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
112,Rhydon,ground,rock,"['Lightningrod', 'Rock Head', 'Reckless']",Drill Pokémon,60,1250000,50.0,1.9,120.0,70.0,5120,1,0,485,105,130,120,45,45,40,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
113,Chansey,normal,,"['Natural Cure', 'Serene Grace', 'Healer']",Egg Pokémon,30,800000,0.0,1.1,34.6,140.0,10240,1,0,450,250,5,5,35,105,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,Tangela,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",Vine Pokémon,45,1000000,50.0,1.0,35.0,70.0,5120,1,0,435,65,55,115,100,40,60,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
115,Kangaskhan,normal,,"['Early Bird', 'Scrappy', 'Inner Focus']",Parent Pokémon,45,1000000,0.0,2.2,80.0,70.0,5120,1,0,590,105,125,100,60,100,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,Horsea,water,,"['Swift Swim', 'Sniper', 'Damp']",Dragon Pokémon,225,1000000,50.0,0.4,8.0,70.0,5120,1,0,295,30,40,70,70,25,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
117,Seadra,water,,"['Poison Point', 'Sniper', 'Damp']",Dragon Pokémon,75,1000000,50.0,1.2,25.0,70.0,5120,1,0,440,55,65,95,95,45,85,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
118,Goldeen,water,,"['Swift Swim', 'Water Veil', 'Lightningrod']",Goldfish Pokémon,225,1000000,50.0,0.6,15.0,70.0,5120,1,0,320,45,67,60,35,50,63,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
119,Seaking,water,,"['Swift Swim', 'Water Veil', 'Lightningrod']",Goldfish Pokémon,60,1000000,50.0,1.3,39.0,70.0,5120,1,0,450,80,92,65,65,80,68,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
120,Staryu,water,,"['Illuminate', 'Natural Cure', 'Analytic']",Starshape Pokémon,225,1250000,,0.8,34.5,70.0,5120,1,0,340,30,45,55,70,55,85,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
121,Starmie,water,psychic,"['Illuminate', 'Natural Cure', 'Analytic']",Mysterious Pokémon,60,1250000,,1.1,80.0,70.0,5120,1,0,520,60,75,85,100,85,115,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
122,Mr. Mime,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",Barrier Pokémon,45,1000000,50.0,1.3,54.5,70.0,6400,1,0,460,40,45,65,100,120,90,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
123,Scyther,bug,flying,"['Swarm', 'Technician', 'Steadfast']",Mantis Pokémon,45,1000000,50.0,1.5,56.0,70.0,6400,1,0,500,70,110,80,55,80,105,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
124,Jynx,ice,psychic,"['Oblivious', 'Forewarn', 'Dry Skin']",Humanshape Pokémon,45,1000000,0.0,1.4,40.6,70.0,6400,1,0,455,65,50,35,115,95,95,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0
125,Electabuzz,electric,,"['Static', 'Vital Spirit']",Electric Pokémon,45,1000000,75.4,1.1,30.0,70.0,6400,1,0,490,65,83,57,95,85,105,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
126,Magmar,fire,,"['Flame Body', 'Vital Spirit']",Spitfire Pokémon,45,1000000,75.4,1.3,44.5,70.0,6400,1,0,495,65,95,57,100,85,93,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
127,Pinsir,bug,,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",Stagbeetle Pokémon,45,1250000,50.0,1.5,55.0,70.0,6400,1,0,600,65,155,120,65,90,105,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
128,Tauros,normal,,"['Intimidate', 'Anger Point', 'Sheer Force']",Wild Bull Pokémon,45,1250000,100.0,1.4,88.4,70.0,5120,1,0,490,75,100,95,40,70,110,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,Magikarp,water,,"['Swift Swim', 'Rattled']",Fish Pokémon,255,1250000,50.0,0.9,10.0,70.0,1280,1,0,200,20,10,55,15,20,80,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
130,Gyarados,water,flying,"['Intimidate', 'Moxie']",Atrocious Pokémon,45,1250000,50.0,6.5,235.0,70.0,1280,1,0,640,95,155,109,70,130,81,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
131,Lapras,water,ice,"['Water Absorb', 'Shell Armor', 'Hydration']",Transport Pokémon,45,1250000,50.0,2.5,220.0,70.0,10240,1,0,535,130,85,80,85,95,60,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
132,Ditto,normal,,"['Limber', 'Imposter']",Transform Pokémon,35,1000000,,0.3,4.0,70.0,5120,1,0,288,48,48,48,48,48,48,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,Eevee,normal,,"['Run Away', 'Adaptability', 'Anticipation']",Evolution Pokémon,45,1000000,88.1,0.3,6.5,70.0,8960,1,0,325,55,55,50,45,65,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,Vaporeon,water,,"['Water Absorb', 'Hydration']",Bubble Jet Pokémon,45,1000000,88.1,1.0,29.0,70.0,8960,1,0,525,130,65,60,110,95,65,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
135,Jolteon,electric,,"['Volt Absorb', 'Quick Feet']",Lightning Pokémon,45,1000000,88.1,0.8,24.5,70.0,8960,1,0,525,65,65,60,110,95,130,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
136,Flareon,fire,,"['Flash Fire', 'Guts']",Flame Pokémon,45,1000000,88.1,0.9,25.0,70.0,8960,1,0,525,65,130,60,95,110,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
137,Porygon,normal,,"['Trace', 'Download', 'Analytic']",Virtual Pokémon,45,1000000,,0.8,36.5,70.0,5120,1,0,395,65,60,70,85,75,40,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,Omanyte,rock,water,"['Swift Swim', 'Shell Armor', 'Weak Armor']",Spiral Pokémon,45,1000000,88.1,0.4,7.5,70.0,7680,1,0,355,35,40,100,90,55,35,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
139,Omastar,rock,water,"['Swift Swim', 'Shell Armor', 'Weak Armor']",Spiral Pokémon,45,1000000,88.1,1.0,35.0,70.0,7680,1,0,495,70,60,125,115,70,55,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
140,Kabuto,rock,water,"['Swift Swim', 'Battle Armor', 'Weak Armor']",Shellfish Pokémon,45,1000000,88.1,0.5,11.5,70.0,7680,1,0,355,30,80,90,55,45,55,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
141,Kabutops,rock,water,"['Swift Swim', 'Battle Armor', 'Weak Armor']",Shellfish Pokémon,45,1000000,88.1,1.3,40.5,70.0,7680,1,0,495,60,115,105,65,70,80,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
142,Aerodactyl,rock,flying,"['Rock Head', 'Pressure', 'Unnerve']",Fossil Pokémon,45,1250000,88.1,1.8,59.0,70.0,8960,1,0,615,80,135,85,70,95,150,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
143,Snorlax,normal,,"['Immunity', 'Thick Fat', 'Gluttony']",Sleeping Pokémon,25,1250000,88.1,2.1,460.0,70.0,10240,1,0,540,160,110,65,65,110,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,Articuno,ice,flying,"['Pressure', 'Snow Cloak']",Freeze Pokémon,3,1250000,,1.7,55.4,35.0,20480,1,1,580,90,85,100,95,125,85,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
145,Zapdos,electric,flying,"['Pressure', 'Static']",Electric Pokémon,3,1250000,,1.6,52.6,35.0,20480,1,1,580,90,90,85,125,90,100,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
146,Moltres,fire,flying,"['Pressure', 'Flame Body']",Flame Pokémon,3,1250000,,2.0,60.0,35.0,20480,1,1,580,90,100,90,125,85,90,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
147,Dratini,dragon,,"['Shed Skin', 'Marvel Scale']",Dragon Pokémon,45,1250000,50.0,1.8,3.3,35.0,10240,1,0,300,41,64,45,50,50,50,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
148,Dragonair,dragon,,"['Shed Skin', 'Marvel Scale']",Dragon Pokémon,45,1250000,50.0,4.0,16.5,35.0,10240,1,0,420,61,84,65,70,70,70,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
149,Dragonite,dragon,flying,"['Inner Focus', 'Multiscale']",Dragon Pokémon,45,1250000,50.0,2.2,210.0,35.0,10240,1,0,600,91,134,95,100,100,80,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
150,Mewtwo,psychic,,"['Pressure', 'Unnerve']",Genetic Pokémon,3,1250000,,2.0,122.0,0.0,30720,1,1,780,106,150,70,194,120,140,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
151,Mew,psychic,,['Synchronize'],New Species Pokémon,45,1059860,,0.4,4.0,100.0,30720,1,1,600,100,100,100,100,100,100,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
152,Chikorita,grass,,"['Overgrow', 'Leaf Guard']",Leaf Pokémon,45,1059860,88.1,0.9,6.4,70.0,5120,2,0,318,45,49,65,49,65,45,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
153,Bayleef,grass,,"['Overgrow', 'Leaf Guard']",Leaf Pokémon,45,1059860,88.1,1.2,15.8,70.0,5120,2,0,405,60,62,80,63,80,60,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
154,Meganium,grass,,"['Overgrow', 'Leaf Guard']",Herb Pokémon,45,1059860,88.1,1.8,100.5,70.0,5120,2,0,525,80,82,100,83,100,80,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
155,Cyndaquil,fire,,"['Blaze', 'Flash Fire']",Fire Mouse Pokémon,45,1059860,88.1,0.5,7.9,70.0,5120,2,0,309,39,52,43,60,50,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
156,Quilava,fire,,"['Blaze', 'Flash Fire']",Volcano Pokémon,45,1059860,88.1,0.9,19.0,70.0,5120,2,0,405,58,64,58,80,65,80,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
157,Typhlosion,fire,,"['Blaze', 'Flash Fire']",Volcano Pokémon,45,1059860,88.1,1.7,79.5,70.0,5120,2,0,534,78,84,78,109,85,100,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
158,Totodile,water,,"['Torrent', 'Sheer Force']",Big Jaw Pokémon,45,1059860,88.1,0.6,9.5,70.0,5120,2,0,314,50,65,64,44,48,43,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
159,Croconaw,water,,"['Torrent', 'Sheer Force']",Big Jaw Pokémon,45,1059860,88.1,1.1,25.0,70.0,5120,2,0,405,65,80,80,59,63,58,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
160,Feraligatr,water,,"['Torrent', 'Sheer Force']",Big Jaw Pokémon,45,1059860,88.1,2.3,88.8,70.0,5120,2,0,530,85,105,100,79,83,78,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
161,Sentret,normal,,"['Run Away', 'Keen Eye', 'Frisk']",Scout Pokémon,255,1000000,50.0,0.8,6.0,70.0,3840,2,0,215,35,46,34,35,45,20,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,Furret,normal,,"['Run Away', 'Keen Eye', 'Frisk']",Long Body Pokémon,90,1000000,50.0,1.8,32.5,70.0,3840,2,0,415,85,76,64,45,55,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,Hoothoot,normal,flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",Owl Pokémon,255,1000000,50.0,0.7,21.2,70.0,3840,2,0,262,60,30,30,36,56,50,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
164,Noctowl,normal,flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",Owl Pokémon,90,1000000,50.0,1.6,40.8,70.0,3840,2,0,452,100,50,50,86,96,70,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
165,Ledyba,bug,flying,"['Swarm', 'Early Bird', 'Rattled']",Five Star Pokémon,255,800000,50.0,1.0,10.8,70.0,3840,2,0,265,40,20,30,40,80,55,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
166,Ledian,bug,flying,"['Swarm', 'Early Bird', 'Iron Fist']",Five Star Pokémon,90,800000,50.0,1.4,35.6,70.0,3840,2,0,390,55,35,50,55,110,85,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
167,Spinarak,bug,poison,"['Swarm', 'Insomnia', 'Sniper']",String Spit Pokémon,255,800000,50.0,0.5,8.5,70.0,3840,2,0,250,40,60,40,40,40,30,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
168,Ariados,bug,poison,"['Swarm', 'Insomnia', 'Sniper']",Long Leg Pokémon,90,800000,50.0,1.1,33.5,70.0,3840,2,0,400,70,90,70,60,70,40,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
169,Crobat,poison,flying,"['Inner Focus', 'Infiltrator']",Bat Pokémon,90,1000000,50.0,1.8,75.0,70.0,3840,2,0,535,85,90,80,70,80,130,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0
